NCES School ID,Teachers w/Bachelor Degree (%),Teachers w/Masters or PhD (%),Teachers w/1-5 yrs of exp (%),Teachers w/5+ yrs of exp (%),Mean yrs of teaching exp,Mean base salary for teachers w/1-5 yrs exp,Mean base salary for teachers w/5+ yrs exp,Mean base salary,State
080480000692,44.4,55.6,,88.9,14.0,,55813.0,54085.0,CO
080480000693,50.0,50.0,29.2,70.8,11.0,28013.0,43813.0,39205.0,CO
080480000694,40.3,59.7,23.4,76.6,12.0,35361.0,53668.0,49388.0,CO
080480000695,40.0,60.0,24.3,75.7,13.0,34330.0,56148.0,50850.0,CO
080480000696,46.3,53.7,19.5,80.5,14.0,36285.0,53841.0,50415.0,CO
080480000697,43.2,56.8,28.4,71.6,11.0,38155.0,49490.0,46271.0,CO
080480000698,31.3,68.8,9.4,90.6,14.0,32191.0,57077.0,54744.0,CO
080480000699,26.7,73.3,20.0,80.0,15.0,31947.0,63147.0,56907.0,CO
080480000701,46.2,53.8,,84.6,14.0,,54401.0,51346.0,CO
080480000702,29.4,70.6,,88.2,13.0,,56889.0,54753.0,CO
080480000703,41.7,58.3,25.0,75.0,13.0,38773.0,55041.0,50974.0,CO
080480000704,66.7,,66.7,,6.0,32486.0,,38734.0,CO
080480000705,47.1,52.9,35.3,64.7,16.0,33466.0,64878.0,53792.0,CO
080480000706,20.0,80.0,0.0,100.0,23.0,,66492.0,66492.0,CO
080480000707,45.6,54.4,16.5,83.5,15.0,36957.0,53264.0,50580.0,CO
080480000708,51.4,48.6,14.3,85.7,14.0,39136.0,53561.0,51500.0,CO
080480000710,35.7,64.3,10.7,89.3,13.0,28663.0,57850.0,54723.0,CO
080480000711,33.3,66.7,,93.3,14.0,,55735.0,54567.0,CO
080480000712,56.3,43.8,28.1,71.9,10.0,30108.0,50317.0,44633.0,CO
080480000713,44.4,55.6,19.4,80.6,12.0,34108.0,50240.0,47103.0,CO
080480000714,45.5,54.5,22.7,77.3,15.0,40806.0,58519.0,54494.0,CO
080480000716,46.9,53.1,40.6,59.4,10.0,38716.0,56840.0,49477.0,CO
080480000717,62.1,37.9,51.7,48.3,10.0,35710.0,54622.0,44840.0,CO
080480000718,50.0,50.0,31.3,68.8,11.0,32283.0,48175.0,43209.0,CO
080480000719,41.9,58.1,23.3,76.7,13.0,41553.0,54233.0,51284.0,CO
080480000720,35.5,64.5,22.6,77.4,13.0,40109.0,53415.0,50410.0,CO
080480000721,58.3,41.7,,91.7,12.0,,50538.0,49071.0,CO
080480000722,28.6,71.4,42.9,57.1,9.0,36013.0,54970.0,46845.0,CO
080480000724,43.8,56.3,,93.8,16.0,,57798.0,56253.0,CO
080480000725,52.4,47.6,47.6,52.4,9.0,40218.0,55404.0,48173.0,CO
080480000726,38.1,61.9,28.6,71.4,12.0,34176.0,59609.0,52343.0,CO
080480000731,33.3,66.7,58.3,41.7,7.0,39374.0,55711.0,46181.0,CO
080480000733,41.7,58.3,26.7,73.3,12.0,36068.0,56186.0,50822.0,CO
080480000734,43.8,56.3,18.8,81.3,10.0,34103.0,50091.0,47093.0,CO
080480000735,76.9,23.1,84.6,,5.0,34851.0,,37868.0,CO
080480000736,35.1,64.9,23.4,76.6,13.0,34467.0,54588.0,49884.0,CO
080480000737,38.1,61.9,23.8,76.2,13.0,36190.0,57052.0,52085.0,CO
080480000738,45.0,55.0,20.0,80.0,14.0,36932.0,58091.0,53859.0,CO
080480000739,41.2,58.8,29.4,70.6,11.0,35527.0,50436.0,46051.0,CO
080480000741,40.0,60.0,15.0,85.0,12.0,42384.0,55218.0,53293.0,CO
080480000742,42.9,57.1,37.1,62.9,11.0,36122.0,52706.0,46546.0,CO
080480000743,57.1,42.9,19.0,81.0,13.0,32045.0,53713.0,49586.0,CO
080480000744,35.7,64.3,21.4,78.6,10.0,35376.0,54028.0,50031.0,CO
080480000745,50.0,50.0,26.7,73.3,10.0,37576.0,52446.0,48481.0,CO
080480000747,36.9,63.1,21.4,78.6,13.0,41401.0,54916.0,52020.0,CO
080480000748,41.9,58.1,39.5,60.5,11.0,37432.0,54673.0,47856.0,CO
080480000749,27.3,72.7,13.6,86.4,13.0,31946.0,57951.0,54405.0,CO
080480000750,25.0,75.0,,87.5,15.0,,59594.0,57125.0,CO
080480000751,42.1,57.9,,89.5,17.0,,60077.0,57220.0,CO
080480000752,40.6,59.4,15.6,84.4,13.0,35660.0,53744.0,50919.0,CO
080480000754,34.8,65.2,13.0,87.0,14.0,38905.0,54004.0,52035.0,CO
080480000755,70.0,30.0,,90.0,14.0,,51972.0,50244.0,CO
080480000756,35.3,64.7,17.6,82.4,16.0,42481.0,57548.0,54889.0,CO
080480000757,42.3,57.7,23.1,76.9,14.0,34372.0,57630.0,52263.0,CO
080480000758,51.7,48.3,24.1,75.9,10.0,38660.0,52577.0,49218.0,CO
080480000759,66.7,33.3,22.2,77.8,13.0,36308.0,55968.0,51599.0,CO
080480000760,32.0,68.0,16.0,84.0,11.0,37437.0,52549.0,50131.0,CO
080480000762,51.3,48.7,23.1,76.9,11.0,34216.0,49541.0,46004.0,CO
080480000765,47.4,52.6,,89.5,14.0,,35936.0,33546.0,CO
080480000768,,80.0,,90.0,16.0,,59550.0,56946.0,CO
080480000769,41.7,58.3,,91.7,14.0,,57970.0,56263.0,CO
080480000770,30.0,70.0,25.0,75.0,11.0,37278.0,58259.0,53014.0,CO
080480000771,64.7,35.3,29.4,70.6,11.0,29339.0,51142.0,44730.0,CO
080480000772,34.8,65.2,21.7,78.3,14.0,37396.0,60041.0,55118.0,CO
080480000773,41.7,58.3,25.0,75.0,11.0,32339.0,53834.0,48460.0,CO
080480000774,61.5,38.5,23.1,76.9,13.0,38120.0,57328.0,52895.0,CO
080480000775,39.2,60.8,24.1,75.9,13.0,36787.0,54660.0,50362.0,CO
080480000776,25.0,75.0,25.0,75.0,12.0,35866.0,56961.0,51687.0,CO
080480000777,53.3,46.7,26.7,73.3,16.0,37925.0,63422.0,56623.0,CO
080480000778,42.9,57.1,21.4,78.6,12.0,35474.0,51733.0,48249.0,CO
080480000779,33.3,66.7,16.7,83.3,10.0,37435.0,53507.0,50828.0,CO
080480000780,65.0,35.0,30.0,70.0,9.0,33832.0,50745.0,45671.0,CO
080480000781,21.4,78.6,10.7,89.3,15.0,35965.0,60475.0,57849.0,CO
080480000782,47.6,52.4,38.1,61.9,12.0,38733.0,57755.0,50509.0,CO
080480000783,56.3,43.8,28.1,71.9,8.0,36552.0,46401.0,43631.0,CO
080480000784,34.6,65.4,19.2,80.8,14.0,36396.0,56417.0,52567.0,CO
080480000785,51.4,48.6,24.3,75.7,10.0,37940.0,51391.0,48119.0,CO
080480000786,25.0,75.0,,95.0,15.0,,57080.0,56137.0,CO
080480000787,60.0,40.0,26.7,73.3,14.0,34030.0,60114.0,53159.0,CO
080480000788,40.0,60.0,,93.3,15.0,,57884.0,56260.0,CO
080480000790,39.3,60.7,35.7,64.3,11.0,37572.0,56567.0,49783.0,CO
080480000792,27.3,72.7,13.6,86.4,16.0,36895.0,59085.0,56059.0,CO
080480000793,22.2,77.8,25.9,74.1,16.0,42838.0,63206.0,57925.0,CO
080480000794,41.2,58.8,23.5,76.5,11.0,36123.0,53157.0,49149.0,CO
080480000795,27.8,72.2,,94.4,16.0,,54195.0,53250.0,CO
080480000796,27.8,72.2,33.3,66.7,11.0,38121.0,56231.0,50194.0,CO
080480000797,29.7,32.4,40.5,59.5,10.0,53540.0,62936.0,59126.0,CO
080480000798,30.8,69.2,11.5,88.5,14.0,36747.0,56280.0,54026.0,CO
080480000799,30.8,69.2,,84.6,10.0,,52126.0,51581.0,CO
080480000800,55.6,44.4,16.7,83.3,17.0,35622.0,56194.0,52766.0,CO
080480000801,53.3,46.7,40.0,60.0,8.0,33821.0,52698.0,45147.0,CO
080480000802,46.7,53.3,43.3,56.7,9.0,32279.0,31279.0,31712.0,CO
080480000803,36.8,63.2,29.4,70.6,10.0,36581.0,53782.0,48723.0,CO
080480000804,46.2,53.8,23.1,76.9,9.0,35082.0,50787.0,47163.0,CO
080480000805,33.3,66.7,0.0,100.0,16.0,,58126.0,58126.0,CO
080480000806,40.0,60.0,26.7,73.3,17.0,32045.0,61317.0,53511.0,CO
080480000913,26.7,73.3,0.0,100.0,15.0,,56502.0,56502.0,CO
080480000964,36.7,63.3,16.3,83.7,14.0,37354.0,56163.0,53092.0,CO
080480000975,85.0,15.0,,95.0,15.0,,41955.0,41712.0,CO
080480000988,,75.0,,75.0,11.0,,66444.0,63384.0,CO
080480000991,23.8,76.2,33.3,66.7,13.0,40838.0,57538.0,51971.0,CO
080480001006,36.7,63.3,26.7,73.3,13.0,34305.0,59283.0,52622.0,CO
080480001009,27.3,72.7,27.3,72.7,13.0,35009.0,58045.0,51763.0,CO
080480001028,31.0,69.0,20.7,79.3,14.0,39615.0,56042.0,52644.0,CO
080480001036,86.7,13.3,43.3,56.7,9.0,28992.0,36385.0,33181.0,CO
080480001044,16.7,83.3,,91.7,14.0,,55634.0,55187.0,CO
080480001054,31.7,68.3,22.0,78.0,13.0,36373.0,54194.0,50282.0,CO
080480001056,65.4,34.6,15.4,84.6,13.0,33772.0,53854.0,50764.0,CO
080480001283,41.0,59.0,12.8,87.2,14.0,41158.0,52284.0,50858.0,CO
080480001315,28.1,71.9,15.6,84.4,14.0,34374.0,55461.0,52166.0,CO
080480001316,30.0,70.0,,90.0,17.0,,55899.0,53800.0,CO
080480001317,31.4,68.6,14.3,85.7,12.0,31724.0,51504.0,48678.0,CO
080480001349,71.4,,,85.7,15.0,,49798.0,49299.0,CO
080480001350,38.9,61.1,22.2,77.8,12.0,33624.0,55890.0,50942.0,CO
080480001372,25.9,74.1,11.1,88.9,15.0,33220.0,58828.0,55983.0,CO
080480001383,39.0,61.0,27.0,73.0,12.0,36250.0,55518.0,50315.0,CO
080480001384,20.8,79.2,,91.7,15.0,,51256.0,49088.0,CO
080480001385,42.1,57.9,13.2,86.8,12.0,29928.0,53286.0,50213.0,CO
080480001395,54.8,45.2,29.0,71.0,12.0,38807.0,54783.0,50144.0,CO
080480001446,63.6,36.4,45.5,54.5,9.0,32488.0,54854.0,44688.0,CO
080480001447,44.0,56.0,24.0,76.0,14.0,37410.0,58125.0,53153.0,CO
080480001448,25.9,74.1,22.2,77.8,13.0,39517.0,57251.0,53310.0,CO
080480001450,68.0,32.0,28.0,72.0,12.0,35930.0,52788.0,48068.0,CO
080480001451,42.3,57.7,15.4,84.6,13.0,34837.0,56104.0,52832.0,CO
080480001486,48.0,52.0,20.0,80.0,11.0,35807.0,56586.0,52430.0,CO
080480001487,41.0,59.0,24.4,75.6,12.0,39449.0,54249.0,50644.0,CO
080480001500,36.8,63.2,21.1,78.9,13.0,37117.0,55427.0,51572.0,CO
080480001508,65.4,34.6,53.8,46.2,7.0,32535.0,37777.0,34954.0,CO
080480001542,44.0,56.0,28.0,72.0,13.0,38335.0,54014.0,49624.0,CO
080480001543,37.7,62.3,27.3,72.7,11.0,36475.0,51485.0,47392.0,CO
080480001544,0.0,,0.0,,,,,,CO
080480001546,35.0,65.0,,90.0,13.0,,55140.0,52742.0,CO
080480001548,46.4,53.6,21.4,78.6,9.0,34812.0,51475.0,47905.0,CO
080480001549,25.0,75.0,12.5,87.5,13.0,37740.0,58323.0,55750.0,CO
080480001603,60.0,40.0,,86.7,12.0,,53699.0,50851.0,CO
080480001605,81.0,19.0,47.6,52.4,7.0,36257.0,46217.0,41474.0,CO
080480001606,,85.7,42.9,57.1,6.0,24932.0,47378.0,37758.0,CO
080480001607,77.8,22.2,33.3,66.7,12.0,38324.0,40815.0,39985.0,CO
080480001649,63.6,27.3,,81.8,12.0,,36341.0,34527.0,CO
080480001746,43.8,56.3,18.8,81.3,13.0,26391.0,50008.0,45580.0,CO
080480001766,76.5,23.5,17.6,82.4,10.0,28440.0,29747.0,29516.0,CO
080480001797,30.0,70.0,31.4,68.6,12.0,37001.0,54558.0,49040.0,CO
080480001807,68.4,26.3,52.6,47.4,6.0,38348.0,44022.0,41036.0,CO
080480001812,84.6,,53.8,46.2,8.0,35757.0,39341.0,37411.0,CO
080480001907,43.8,56.3,68.8,31.3,8.0,30007.0,59328.0,39170.0,CO
080480001919,52.2,47.8,43.5,56.5,8.0,34396.0,49930.0,43176.0,CO
080480001920,75.0,,50.0,50.0,6.0,34877.0,35364.0,35121.0,CO
080480001921,75.0,,37.5,62.5,8.0,38867.0,45960.0,43300.0,CO
080480001922,50.0,50.0,33.3,66.7,8.0,40567.0,47897.0,45454.0,CO
080480001923,37.5,62.5,,87.5,14.0,,52142.0,49814.0,CO
080480001970,31.3,68.8,15.6,84.4,14.0,39453.0,52400.0,50377.0,CO
080480001971,58.6,41.4,31.0,69.0,12.0,37582.0,54366.0,49157.0,CO
080480002014,71.4,,42.9,57.1,6.0,34795.0,31768.0,33065.0,CO
080480002036,16.7,83.3,,88.9,12.0,,55298.0,53204.0,CO
080480006163,24.0,76.0,12.0,88.0,15.0,49243.0,56227.0,55388.0,CO
080480006164,40.0,60.0,16.0,84.0,14.0,33000.0,55046.0,51519.0,CO
080480006256,,90.9,27.3,72.7,10.0,39824.0,57570.0,52730.0,CO
080483000807,50.0,50.0,31.8,68.2,15.0,35605.0,49724.0,45232.0,CO
080483000808,46.2,53.8,50.0,50.0,11.0,34096.0,49330.0,41713.0,CO
080483000809,56.7,43.3,20.0,80.0,13.0,32854.0,44082.0,41837.0,CO
080483000810,56.3,43.8,28.1,71.9,13.0,34433.0,46985.0,43455.0,CO
080483001911,39.3,60.7,35.7,64.3,12.0,33807.0,49139.0,43663.0,CO
080483002029,78.6,21.4,42.9,57.1,6.0,27854.0,29127.0,28581.0,CO
080486000811,36.4,63.6,0.0,100.0,21.0,,42495.0,42495.0,CO
080486000813,,66.7,0.0,100.0,25.0,,26932.0,26932.0,CO
080489000814,,0.0,0.0,,,,,,CO
080489000815,100.0,0.0,,75.0,12.0,,22379.0,23827.0,CO
080489001979,66.7,,0.0,100.0,11.0,,30288.0,30288.0,CO
080492000816,68.2,31.8,45.5,54.5,9.0,30691.0,39680.0,35594.0,CO
080492000817,85.7,14.3,52.4,47.6,9.0,30518.0,42144.0,36054.0,CO
080492000819,58.3,41.7,27.8,72.2,14.0,30654.0,42245.0,39025.0,CO
080492001760,75.0,,,75.0,9.0,,35442.0,34629.0,CO
080492002025,68.0,28.0,48.0,52.0,9.0,30716.0,39309.0,35185.0,CO
080492002026,77.3,22.7,72.7,27.3,5.0,18536.0,23426.0,19870.0,CO
080495000820,79.4,20.6,29.4,70.6,14.0,31403.0,44403.0,40579.0,CO
080495000821,55.0,45.0,25.0,75.0,15.0,34315.0,45405.0,42632.0,CO
080495001697,60.0,40.0,,86.7,15.0,,42113.0,40598.0,CO
080498000822,100.0,0.0,,,13.0,,,20733.0,CO
080498000823,80.0,0.0,,80.0,18.0,,27947.0,26758.0,CO
080501000824,100.0,0.0,41.7,58.3,11.0,28120.0,37343.0,33500.0,CO
080501000825,88.9,,66.7,33.3,10.0,25590.0,23362.0,24847.0,CO
080501001587,100.0,0.0,,60.0,8.0,,31733.0,30720.0,CO
080504000826,66.7,,,83.3,17.0,,30124.0,29720.0,CO
080504000827,100.0,0.0,,60.0,19.0,,37767.0,34100.0,CO
080507000828,68.8,31.3,18.8,81.3,15.0,31133.0,38969.0,37500.0,CO
080507000829,57.1,42.9,,85.7,14.0,,29583.0,29729.0,CO
080507000830,72.7,27.3,27.3,72.7,10.0,21007.0,31542.0,28668.0,CO
080510000842,93.3,,40.0,60.0,10.0,32482.0,41477.0,37879.0,CO
080510000843,75.0,20.8,16.7,83.3,15.0,30415.0,40459.0,38785.0,CO
080510000844,70.6,29.4,29.4,70.6,13.0,29795.0,42092.0,38475.0,CO
080510000845,83.3,16.7,16.7,83.3,14.0,32275.0,40955.0,39508.0,CO
080510001452,,0.0,0.0,,,,,,CO
080513000849,62.5,37.5,25.0,75.0,11.0,30261.0,38260.0,36260.0,CO
080513000850,76.0,24.0,32.0,68.0,12.0,29496.0,38586.0,35677.0,CO
080513001974,52.4,42.9,28.6,71.4,14.0,30843.0,38794.0,36522.0,CO
080513001975,57.1,42.9,19.0,81.0,15.0,29885.0,38349.0,36737.0,CO
080516000853,87.5,,0.0,100.0,15.0,,35438.0,35438.0,CO
080516000854,66.7,33.3,33.3,66.7,12.0,30167.0,36685.0,34512.0,CO
080519000855,59.1,40.9,40.9,59.1,8.0,30204.0,35248.0,33185.0,CO
080519000857,55.6,44.4,33.3,66.7,9.0,28986.0,37352.0,34563.0,CO
080519000859,73.3,26.7,33.3,66.7,14.0,30000.0,39962.0,36641.0,CO
080519001550,75.0,,37.5,62.5,10.0,31323.0,35534.0,33955.0,CO
080522000860,100.0,0.0,,80.0,12.0,,34004.0,33190.0,CO
080522000861,69.2,30.8,23.1,76.9,14.0,29193.0,39092.0,36808.0,CO
080522000862,76.0,24.0,24.0,76.0,15.0,24731.0,36488.0,33667.0,CO
080522000863,63.6,36.4,27.3,72.7,15.0,29193.0,40383.0,37331.0,CO
080522000864,66.7,33.3,38.1,61.9,14.0,29435.0,37945.0,34703.0,CO
080522000865,63.6,36.4,31.8,68.2,13.0,29829.0,40016.0,36774.0,CO
080522001983,,0.0,,,4.0,,,17284.0,CO
080525000866,84.2,15.8,36.8,63.2,11.0,27759.0,34498.0,32015.0,CO
080525000867,50.0,50.0,,66.7,16.0,,39329.0,36203.0,CO
080525000868,57.1,42.9,57.1,42.9,11.0,29377.0,38476.0,33276.0,CO
080525001782,,0.0,0.0,,,,,,CO
080528000870,100.0,0.0,,92.3,16.0,,34450.0,34039.0,CO
080528000871,94.7,,,89.5,14.0,,29441.0,28998.0,CO
080531000764,0.0,100.0,0.0,100.0,21.0,,61510.0,61510.0,CO
080531000872,,92.3,,92.3,17.0,,59764.0,58024.0,CO
080531000873,24.0,76.0,25.0,75.0,15.0,38590.0,58114.0,53233.0,CO
080531000874,27.6,72.4,20.7,79.3,14.0,36154.0,57272.0,52903.0,CO
080531000875,25.0,75.0,17.9,82.1,16.0,37649.0,57957.0,54331.0,CO
080531000876,33.3,66.7,6.3,93.8,17.0,38782.0,57148.0,56001.0,CO
080531000877,42.9,57.1,20.0,80.0,16.0,41306.0,61825.0,57721.0,CO
080531000878,39.1,60.9,21.7,78.3,14.0,38953.0,56150.0,52412.0,CO
080531000879,51.1,48.9,28.9,71.1,14.0,39465.0,55307.0,50730.0,CO
080531000881,38.2,61.8,21.3,78.7,14.0,36117.0,57563.0,52985.0,CO
080531000882,40.0,60.0,,90.0,19.0,,56216.0,54287.0,CO
080531000883,26.3,73.7,,94.7,18.0,,58732.0,57218.0,CO
080531000884,33.7,66.3,22.1,77.9,13.0,40376.0,57998.0,54105.0,CO
080531000885,41.9,58.1,30.2,69.8,14.0,39793.0,56798.0,51657.0,CO
080531000887,44.4,55.6,,88.9,16.0,,54718.0,52508.0,CO
080531000888,66.7,33.3,19.0,81.0,13.0,39057.0,52993.0,50339.0,CO
080531000889,28.6,71.4,33.3,66.7,13.0,38895.0,57026.0,50982.0,CO
080531000890,40.9,59.1,22.7,77.3,16.0,40274.0,57539.0,53615.0,CO
080531000891,58.8,41.2,29.4,70.6,12.0,39905.0,50145.0,47133.0,CO
080531000892,29.4,70.6,17.6,82.4,19.0,41682.0,61681.0,58152.0,CO
080531000893,26.9,73.1,15.4,84.6,20.0,34362.0,61371.0,57216.0,CO
080531001300,61.5,38.5,23.1,76.9,14.0,37493.0,53841.0,50068.0,CO
080531001351,40.4,59.6,17.0,83.0,17.0,41118.0,57005.0,54301.0,CO
080531001515,85.2,14.8,37.0,63.0,10.0,30853.0,40650.0,37022.0,CO
080531001626,82.6,13.0,47.8,52.2,7.0,36979.0,43123.0,40184.0,CO
080534000894,50.0,50.0,,83.3,16.0,,29807.0,29467.0,CO
080534000895,100.0,0.0,,,7.0,,,29832.0,CO
080537000896,55.0,45.0,45.0,55.0,9.0,34951.0,51502.0,44054.0,CO
080537000897,59.1,40.9,31.8,68.2,11.0,40331.0,51212.0,47750.0,CO
080537000899,59.3,40.7,55.6,44.4,8.0,36296.0,52983.0,43712.0,CO
080537000900,72.7,27.3,54.5,45.5,6.0,36435.0,48955.0,42126.0,CO
080537000901,53.3,46.7,30.0,70.0,10.0,38572.0,48423.0,45468.0,CO
080537000902,47.6,52.4,23.8,76.2,11.0,36940.0,50468.0,47247.0,CO
080537000903,63.2,36.8,21.1,78.9,13.0,32535.0,51485.0,47495.0,CO
080537000904,56.5,43.5,39.1,60.9,9.0,42513.0,48493.0,46153.0,CO
080537000906,50.0,50.0,33.3,66.7,10.0,36816.0,50020.0,45619.0,CO
080537000907,75.0,25.0,35.0,65.0,10.0,40466.0,49806.0,46537.0,CO
080537000908,45.2,54.8,48.4,51.6,10.0,39512.0,54843.0,47425.0,CO
080537000909,55.9,44.1,45.8,54.2,8.0,38672.0,51485.0,45621.0,CO
080537000910,51.7,48.3,41.4,58.6,9.0,39898.0,50983.0,46396.0,CO
080537000911,62.5,37.5,,87.5,8.0,,44864.0,43682.0,CO
080537000912,40.9,59.1,40.9,59.1,8.0,39263.0,51737.0,46634.0,CO
080537000914,65.0,35.0,15.0,85.0,15.0,38833.0,52794.0,50700.0,CO
080537000915,50.0,50.0,22.2,77.8,10.0,33993.0,47954.0,44851.0,CO
080537000916,66.7,33.3,20.0,80.0,11.0,38486.0,50781.0,48322.0,CO
080537000917,61.1,38.9,33.3,66.7,8.0,34650.0,47595.0,43280.0,CO
080537000918,38.5,61.5,44.2,55.8,10.0,44126.0,49554.0,47153.0,CO
080537000919,64.3,35.7,35.7,64.3,8.0,38717.0,45628.0,43160.0,CO
080537000920,50.0,50.0,50.0,50.0,8.0,41357.0,50873.0,46115.0,CO
080537000921,59.3,40.7,29.6,70.4,10.0,38309.0,50447.0,46851.0,CO
080537000922,53.3,46.7,46.7,53.3,8.0,40320.0,48985.0,44941.0,CO
080537001284,55.9,44.1,30.5,69.5,10.0,39983.0,48587.0,45962.0,CO
080537001373,57.1,42.9,64.3,35.7,8.0,42032.0,59289.0,48196.0,CO
080537001374,63.0,29.6,37.0,63.0,9.0,43567.0,49534.0,47324.0,CO
080537001396,40.0,60.0,25.0,75.0,15.0,37870.0,53912.0,49901.0,CO
080537001572,90.9,,0.0,100.0,12.0,,33574.0,33574.0,CO
080537001675,52.0,48.0,52.0,48.0,7.0,38318.0,50417.0,44126.0,CO
080537001737,40.0,60.0,40.0,60.0,7.0,39410.0,48544.0,44890.0,CO
080537001774,66.7,33.3,63.6,36.4,6.0,38131.0,46477.0,41166.0,CO
080537001794,50.0,50.0,53.1,46.9,7.0,39260.0,47723.0,43227.0,CO
080537001804,83.3,,100.0,0.0,3.0,31254.0,,31254.0,CO
080537001814,52.8,47.2,44.4,55.6,8.0,39317.0,52534.0,46660.0,CO
080537001830,42.9,57.1,38.1,61.9,6.0,37524.0,46095.0,42830.0,CO
080537001832,44.4,55.6,66.7,33.3,5.0,38101.0,41021.0,39075.0,CO
080537001886,45.2,54.8,74.2,25.8,6.0,39315.0,49262.0,41882.0,CO
080537001887,56.3,0.0,100.0,0.0,3.0,30023.0,,30023.0,CO
080537001889,50.0,50.0,33.3,66.7,12.0,37031.0,55470.0,49323.0,CO
080537001890,70.0,25.0,100.0,0.0,3.0,35218.0,,35218.0,CO
080537001891,48.3,51.7,55.2,44.8,8.0,39323.0,54354.0,46061.0,CO
080537006198,46.7,53.3,36.7,63.3,12.0,39886.0,54367.0,49057.0,CO
080540000607,63.6,36.4,50.0,50.0,9.0,33275.0,44223.0,38749.0,CO
080540000924,63.6,36.4,,81.8,11.0,,44687.0,43104.0,CO
080540000925,66.7,33.3,33.3,66.7,11.0,34030.0,42656.0,39780.0,CO
080540000926,33.3,66.7,16.7,83.3,15.0,34586.0,45838.0,43962.0,CO
080540000927,66.7,33.3,22.2,77.8,14.0,32957.0,49141.0,45544.0,CO
080540000928,66.7,,50.0,50.0,10.0,35417.0,49748.0,42583.0,CO
080540000929,64.5,35.5,12.9,87.1,13.0,35419.0,38725.0,38299.0,CO
080540000930,68.4,31.6,26.3,73.7,14.0,34602.0,49712.0,45736.0,CO
080540000931,50.0,50.0,,92.9,17.0,,46975.0,46125.0,CO
080540000932,61.5,38.5,38.5,61.5,15.0,29994.0,54010.0,44773.0,CO
080540000933,66.7,33.3,20.0,80.0,13.0,33608.0,46369.0,43817.0,CO
080540000934,70.0,30.0,45.0,55.0,9.0,35492.0,44569.0,40485.0,CO
080540000935,58.2,41.8,19.4,80.6,15.0,36706.0,44101.0,42666.0,CO
080540000936,55.0,45.0,30.0,70.0,16.0,30075.0,52955.0,46091.0,CO
080540000937,79.2,20.8,20.8,79.2,15.0,32925.0,50090.0,46514.0,CO
080540000938,44.4,55.6,19.0,81.0,13.0,32058.0,45543.0,42974.0,CO
080540000939,68.8,31.3,25.0,75.0,12.0,33226.0,39976.0,38288.0,CO
080540000940,50.0,50.0,21.4,78.6,15.0,33675.0,45239.0,42761.0,CO
080540000941,60.0,40.0,,80.0,11.0,,32438.0,31530.0,CO
080540000942,35.3,64.7,41.2,58.8,7.0,33999.0,41759.0,38563.0,CO
080540001285,71.4,28.6,0.0,100.0,18.0,,50293.0,50293.0,CO
080540001286,59.0,41.0,30.8,69.2,12.0,32677.0,42247.0,39302.0,CO
080540001301,69.2,30.8,,84.6,15.0,,46290.0,44059.0,CO
080540001352,73.3,26.7,20.0,80.0,13.0,27222.0,46051.0,42285.0,CO
080540001353,72.7,27.3,,90.9,19.0,,55325.0,51603.0,CO
080540001354,68.2,31.8,,95.5,15.0,,45728.0,44479.0,CO
080540001655,62.9,37.1,14.3,85.7,15.0,31984.0,42926.0,41363.0,CO
080540001786,51.0,49.0,29.4,70.6,11.0,28215.0,43650.0,39111.0,CO
080540001977,,80.0,,80.0,14.0,,23433.0,20766.0,CO
080540002006,73.7,26.3,100.0,0.0,2.0,32584.0,,32584.0,CO
080546000943,71.4,28.6,28.6,71.4,15.0,22481.0,38592.0,33988.0,CO
080546000944,50.0,50.0,0.0,100.0,20.0,,36413.0,36413.0,CO
080546001287,60.0,,,60.0,15.0,,39418.0,35760.0,CO
080549000945,40.0,60.0,,90.0,13.0,,41137.0,40117.0,CO
080549000946,41.4,58.6,13.8,86.2,16.0,31246.0,40371.0,39113.0,CO
080549000947,80.0,20.0,32.0,68.0,12.0,31238.0,40119.0,37277.0,CO
080549000948,71.4,,,71.4,8.0,,37826.0,37107.0,CO
080552000949,88.9,,,77.8,12.0,,36274.0,34629.0,CO
080552001375,75.0,,,75.0,11.0,,34437.0,33101.0,CO
080555000954,63.6,36.4,,90.9,15.0,,60288.0,58139.0,CO
080555000958,70.6,29.4,35.3,64.7,15.0,35737.0,57658.0,49921.0,CO
080555000959,70.0,30.0,35.0,65.0,10.0,35754.0,55108.0,48334.0,CO
080555001857,42.9,57.1,60.0,40.0,6.0,38550.0,47862.0,42274.0,CO
080555001858,,66.7,66.7,,5.0,39627.0,,41714.0,CO
080555001859,46.2,53.8,30.8,69.2,11.0,35484.0,50772.0,46068.0,CO
080555001860,36.4,63.6,54.5,45.5,6.0,37770.0,49612.0,43153.0,CO
080555001872,50.0,50.0,71.4,28.6,5.0,38339.0,51503.0,42100.0,CO
080555001873,50.0,50.0,42.9,57.1,8.0,35561.0,50968.0,44365.0,CO
080555001925,66.7,33.3,50.0,50.0,9.0,35430.0,47356.0,41393.0,CO
080555001932,50.0,50.0,28.6,71.4,7.0,36992.0,44360.0,42255.0,CO
080555001997,,80.0,,80.0,9.0,,52768.0,49383.0,CO
080555002004,61.1,38.9,16.7,83.3,16.0,36476.0,61649.0,57453.0,CO
080555002007,50.0,50.0,33.3,66.7,10.0,37820.0,51505.0,46943.0,CO
