NCESSCH	PCT_BACH	PCT_ADVC	P_EXPLT6	P_EXPGT5	MEAN_EXP	M_BSALT6	M_BSAGT5	M_BSAL
400714000279	70.0	30.0	-1.0	90.0	12	-1	33564	33084
400714000280	75.0	25.0	25.0	75.0	13	29500	34231	33048
400717000282	0.0	-1.0	0.0	-1.0	-1	-2	-1	-1
400729000283	50.0	50.0	-1.0	66.7	12	-1	36481	33779
400729001709	83.3	-1.0	0.0	100.0	19	-2	36258	36258
400729002375	100.0	0.0	0.0	100.0	11	-2	32471	32471
400729029695	60.0	-1.0	0.0	100.0	16	-2	34854	34854
400732000286	57.1	42.9	-1.0	85.7	15	-1	35701	34937
400732000287	100.0	0.0	-1.0	80.0	15	-1	35856	36145
400735000289	81.5	18.5	14.8	85.2	14	28677	35308	34325
400735000290	79.3	20.7	17.2	82.8	12	29620	35127	34177
400735000571	68.2	31.8	-1.0	90.9	14	-1	34779	34240
400735001859	78.6	21.4	-1.0	92.9	17	-1	36271	35794
400738000293	58.3	41.7	41.7	58.3	12	27974	32531	30632
400738000295	94.7	-1.0	26.3	73.7	12	26738	31225	30044
400738001913	60.0	40.0	20.0	80.0	14	27109	32200	31182
400738002310	88.9	-1.0	-1.0	77.8	13	-1	32735	31441
400741000296	61.5	38.5	-1.0	92.3	16	-1	34779	34286
400741000297	66.7	33.3	25.0	75.0	14	29542	36028	34407
400750000299	33.3	66.7	-1.0	91.7	20	-1	37119	36390
400750000300	75.0	-1.0	0.0	100.0	19	-2	40054	40054
400756000301	79.6	20.4	29.6	70.4	11	27937	32726	31307
400756000305	78.6	21.4	17.9	82.1	15	28433	34149	33128
400756000307	82.4	17.6	35.3	64.7	12	26520	33888	31288
400756002271	-1.0	0.0	-1.0	0.0	-1	-1	-2	-1
400756002342	77.5	22.5	45.0	55.0	8	26539	32073	29582
400756002373	80.0	20.0	25.0	75.0	13	27094	33270	31726
400756002374	85.7	-1.0	42.9	57.1	8	26634	32202	29816
400762000309	85.2	14.8	-1.0	92.6	15	-1	33206	32782
400762000310	72.4	27.6	25.9	74.1	13	27744	33379	31922
400762000311	68.6	31.4	25.7	74.3	15	27699	34314	32613
400762000312	81.5	18.5	22.2	77.8	15	27290	33530	32143
400762000313	78.3	21.7	30.4	69.6	14	27204	34395	32207
400762000314	53.8	46.2	23.1	76.9	15	27132	34718	32967
400762000315	82.1	17.9	32.1	67.9	10	27673	31769	30452
400762001893	87.0	13.0	-1.0	95.7	18	-1	33613	33312
400762001957	75.0	25.0	20.8	79.2	14	27530	32947	31818
400767000316	78.1	21.9	21.9	78.1	16	29340	36413	34866
400767000317	72.2	27.8	-1.0	88.9	14	-1	35837	35148
400767000318	73.3	26.7	-1.0	86.7	16	-1	34829	33572
400767000319	50.0	50.0	0.0	100.0	19	-2	37388	37388
400771000508	44.4	55.6	0.0	100.0	23	-2	37481	37481
400771000540	-1.0	-1.0	0.0	100.0	18	-2	35558	35558
400774000321	68.0	32.0	20.0	80.0	15	27076	33702	32377
400774000322	82.7	17.3	20.0	80.0	14	28272	33077	32116
400774000323	80.5	19.5	26.8	73.2	12	27912	32207	31055
400774000324	70.0	30.0	-1.0	90.0	13	-1	31893	31507
400774000325	74.4	25.6	20.9	79.1	14	27951	33276	32161
400774002197	80.0	20.0	20.0	80.0	14	28069	32760	31822
400780000327	83.3	-1.0	-1.0	83.3	16	-1	35498	34279
400780000328	92.3	-1.0	23.1	76.9	11	28750	34495	33169
400801000330	77.8	-1.0	0.0	100.0	15	-2	34192	34192
400804000331	85.2	14.8	29.6	70.4	11	29808	34577	33164
400804000332	78.8	21.2	27.3	72.7	12	30445	36783	35054
400804000333	86.4	13.6	31.8	68.2	14	29777	37379	34960
400804000335	81.8	18.2	-1.0	90.9	14	-1	35229	34830
400807000335	64.7	35.3	14.7	85.3	17	29915	38365	37122
400807000336	58.3	41.7	20.8	79.2	14	29079	35036	33795
400807000337	61.3	38.7	25.8	74.2	12	29659	34503	33253
400807000338	47.6	52.4	0.0	100.0	19	-2	35674	35674
400807000339	55.0	45.0	15.0	85.0	17	29122	36518	35409
400813000341	69.2	30.8	19.2	80.8	14	28895	33662	32745
400813001958	66.7	-1.0	-1.0	66.7	13	-1	35113	33300
400813002063	50.0	50.0	0.0	100.0	21	-2	36647	36647
400822000342	81.8	-1.0	0.0	100.0	19	-2	32638	32638
400822000343	66.7	-1.0	-1.0	83.3	14	-1	34750	33858
400822000344	68.4	31.6	26.3	73.7	13	29527	32736	31891
400822029618	53.8	46.2	23.1	76.9	14	30250	36912	35374
400825000345	86.4	13.6	22.7	77.3	14	29050	34093	32947
400825029663	68.8	25.0	-1.0	87.5	13	-1	34242	33701
400831000347	27.3	72.7	-1.0	90.9	19	-1	36183	35575
400831000348	66.7	-1.0	50.0	50.0	12	29000	30200	29600
400837000349	80.0	20.0	25.7	74.3	17	30085	38168	36090
400837000350	88.0	12.0	24.0	76.0	18	31568	37942	36412
400837000352	85.7	14.3	21.4	78.6	13	30144	35937	34696
400837002296	75.0	25.0	16.7	83.3	14	29403	36101	34985
400846000353	84.8	15.2	21.2	78.8	13	28580	34351	33127
400846000354	85.7	14.3	-1.0	90.5	16	-1	36015	35323
400846002279	84.6	-1.0	-1.0	92.3	19	-1	35978	35451
400849000358	75.0	25.0	10.7	89.3	15	28158	34036	33406
400849000359	84.6	-1.0	-1.0	84.6	16	-1	35337	34325
400849000360	70.0	30.0	0.0	100.0	19	-2	35393	35393
400861000362	92.3	-1.0	23.1	76.9	15	29125	34276	33087
400861002199	80.0	-1.0	-1.0	90.0	16	-1	35369	35638
400864000364	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
400864000365	-1.0	-1.0	0.0	-1.0	-1	-2	-1	-1
400864000366	43.5	56.5	-1.0	91.3	18	-1	36051	35386
400873000369	68.8	31.3	31.3	68.8	10	29455	32533	31571
400879000370	88.9	-1.0	-1.0	77.8	12	-1	33555	32612
400879000371	88.9	-1.0	33.3	66.7	12	29383	35581	33515
400885000372	76.9	23.1	34.6	65.4	9	30252	33619	32453
400885000373	75.9	24.1	27.6	72.4	13	30308	34795	33557
400885000374	84.0	16.0	20.0	80.0	15	30244	36979	35632
400885001915	65.0	35.0	15.0	85.0	13	28900	35431	34452
400885002337	100.0	0.0	-1.0	87.5	13	-1	35003	34436
400885029814	76.9	23.1	11.5	88.5	15	29025	35417	34680
400900000378	77.8	22.2	22.2	77.8	13	29597	34392	33326
400900000379	60.0	-1.0	0.0	100.0	23	-2	36761	36761
400900029697	62.5	37.5	-1.0	75.0	11	-1	36153	34952
400906000380	68.0	32.0	44.0	56.0	12	29489	37124	33765
400906000381	71.4	28.6	50.0	50.0	9	29684	34929	32307
400906000382	64.3	35.7	57.1	42.9	10	29736	37173	32923
400906001959	80.0	-1.0	0.0	100.0	16	-2	35737	35737
400909000384	78.3	21.7	34.8	65.2	12	29346	34957	33005
400909000385	100.0	0.0	0.0	100.0	18	-2	36848	36848
400915000386	69.2	30.8	46.2	53.8	8	27402	31187	29440
400924000387	67.6	32.4	20.6	79.4	14	32083	37220	36162
400924000388	73.9	26.1	13.0	87.0	18	29905	37172	36224
400924000389	50.0	50.0	-1.0	87.5	18	-1	37854	36863
400924000390	83.3	-1.0	0.0	100.0	20	-2	36609	36609
400924000391	50.0	50.0	0.0	100.0	22	-2	38675	38675
400924000392	78.6	21.4	-1.0	92.9	14	-1	35050	34657
400924002291	100.0	0.0	-1.0	75.0	8	-1	32600	31650
400930000397	70.6	29.4	23.5	76.5	15	28375	35959	34174
400930029624	69.2	30.8	46.2	53.8	10	28763	36847	33116
400936000401	76.9	23.1	38.5	61.5	10	29199	34069	32196
400939000402	70.0	30.0	-1.0	95.0	16	-1	34842	34590
400939001994	100.0	0.0	-1.0	92.9	15	-1	35149	35302
400939002200	80.0	-1.0	-1.0	80.0	11	-1	34476	33466
400942000404	61.5	38.5	-1.0	92.3	13	-1	31652	31329
400945000405	88.9	-1.0	-1.0	77.8	16	-1	35079	33756
400945000406	80.0	-1.0	-1.0	60.0	9	-1	36723	33234
400948000407	80.0	-1.0	0.0	100.0	21	-2	35990	35990
400948000408	80.0	-1.0	-1.0	80.0	20	-1	37006	35205
400951000409	90.0	-1.0	30.0	70.0	12	27233	32529	30940
400951000410	66.7	33.3	-1.0	77.8	10	-1	31532	30411
400951000411	58.3	41.7	0.0	100.0	15	-2	32756	32756
400957000412	71.0	29.0	22.6	77.4	11	29258	33559	32587
400957000413	67.5	32.5	30.0	70.0	11	29273	34383	32850
400957000414	72.2	27.8	33.3	66.7	13	29852	35708	33756
400957002243	69.2	30.8	28.2	71.8	9	29622	33201	32191
400972000417	72.2	27.8	-1.0	88.9	16	-1	34725	34195
400975000418	69.2	30.8	23.1	76.9	14	30100	36545	35058
400975000419	80.0	-1.0	-1.0	90.0	14	-1	36933	36187
400978000420	80.0	20.0	0.0	100.0	21	-2	33587	33587
400978029725	66.7	33.3	-1.0	83.3	16	-1	33685	32527
400981000423	64.3	35.7	21.4	78.6	15	28875	36383	34774
400981000425	72.0	28.0	28.0	72.0	12	29021	32856	31782
400981001910	87.5	-1.0	-1.0	87.5	14	-1	33513	32918
400987000426	96.4	-1.0	42.9	57.1	10	28500	34029	31659
400987029698	57.1	42.9	-1.0	85.7	12	-1	34596	33893
400991000429	90.5	-1.0	19.0	81.0	12	27018	31408	30572
400991000430	63.6	36.4	18.2	81.8	12	27808	31472	30806
400991000431	76.5	23.5	58.8	41.2	8	27264	32348	29358
400991000432	61.5	38.5	-1.0	92.3	19	-1	32571	32175
401005000436	100.0	0.0	-1.0	87.5	14	-1	34005	33254
401005000437	75.0	-1.0	0.0	100.0	15	-2	34044	34044
401017000438	75.0	-1.0	0.0	100.0	23	-2	36581	36581
401017000439	50.0	50.0	-1.0	91.7	22	-1	38459	37681
401020000440	95.0	-1.0	15.0	85.0	13	29000	33924	33186
401020000441	41.7	58.3	-1.0	91.7	18	-1	36399	35793
401020000442	80.0	-1.0	-1.0	80.0	13	-1	34269	33315
401026000444	100.0	0.0	-1.0	87.5	14	-1	33596	33084
401026000445	100.0	0.0	57.1	42.9	9	28656	37913	32624
401029000446	60.3	39.7	10.3	89.7	18	31035	36511	35945
401029000448	85.7	14.3	-1.0	95.2	17	-1	35414	35111
401029000449	87.0	13.0	-1.0	91.3	17	-1	35392	34903
401029000451	91.7	-1.0	25.0	75.0	13	28800	34358	32969
401029000452	62.5	37.5	-1.0	93.8	18	-1	35963	35725
401029000454	100.0	0.0	0.0	100.0	18	-2	35094	35094
401029000455	87.5	12.5	33.3	66.7	12	29136	34580	32765
401029000921	75.0	25.0	0.0	100.0	19	-2	35873	35873
401035000456	25.5	74.5	6.4	93.6	17	28250	39511	38793
401035000457	29.0	71.0	16.1	83.9	14	31012	36866	35922
401035000459	38.7	61.3	22.6	77.4	16	29472	39188	36994
401035000460	36.4	63.6	-1.0	81.8	12	-1	35966	34654
401035000461	37.9	62.1	13.8	86.2	16	28619	37966	36677
401035002112	39.5	60.5	18.4	81.6	19	28993	41262	39002
401041000462	100.0	0.0	44.4	55.6	9	28856	33429	31397
401041000463	100.0	0.0	-1.0	-1.0	8	-1	-1	33608
401044000464	63.6	36.4	-1.0	81.8	16	-1	33281	32553
401044000465	80.0	-1.0	-1.0	80.0	16	-1	35209	34067
401050000468	100.0	0.0	80.0	-1.0	4	26844	-1	28448
401050000469	77.8	-1.0	-1.0	77.8	14	-1	32750	31633
401056000470	73.3	26.7	-1.0	86.7	14	-1	34283	33645
401059000471	52.9	47.1	14.7	85.3	17	31238	37985	36993
401059000472	61.5	38.5	0.0	100.0	16	-2	36050	36050
401059000474	62.4	37.6	15.8	84.2	15	31102	37080	36133
401059000475	56.1	43.9	17.1	82.9	16	30720	37849	36632
401059000477	69.2	30.8	15.4	84.6	14	31233	35764	35067
401059000478	58.5	41.5	9.8	90.2	16	31149	36753	36206
401059000479	52.6	47.4	10.5	89.5	16	30302	36923	36226
401059000481	64.4	35.6	18.6	81.4	16	30761	37396	36159
401059000482	63.9	36.1	16.7	83.3	12	30882	35442	34682
401059000483	75.7	24.3	27.0	73.0	12	30307	35910	34396
401059000484	70.2	29.8	27.7	72.3	15	30731	37770	35823
401059000485	60.0	40.0	10.0	90.0	13	30215	35505	34976
401059000638	70.0	30.0	30.0	70.0	12	31018	35749	34330
401059001326	64.9	35.1	22.8	77.2	12	30640	35583	34455
401059001360	58.4	41.6	20.2	79.8	13	30987	36191	35138
401059001864	75.7	24.3	10.8	89.2	12	30373	34895	34406
401059001946	64.7	35.3	29.4	70.6	12	30532	36040	34420
401059001965	80.0	20.0	22.5	77.5	12	30753	35141	34154
401059001979	56.9	43.1	23.5	76.5	15	30863	37271	35764
401059002303	80.9	19.1	34.0	66.0	10	30160	35666	33792
401059029716	75.0	25.0	15.9	84.1	14	30677	36492	35567
401065000484	69.7	30.3	24.2	75.8	15	27217	33968	32332
401065000485	72.2	27.8	22.2	77.8	14	27665	35935	34097
401065000486	72.0	28.0	28.0	72.0	14	27336	33697	31916
401065000488	65.0	35.0	25.0	75.0	11	27541	33164	31758
401065000489	76.9	23.1	34.6	65.4	11	27815	33199	31335
401065000490	72.7	27.3	45.5	54.5	8	27423	32488	30186
401065002103	73.9	26.1	26.1	73.9	11	27029	31255	30153
401068000367	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
401068000491	80.0	-1.0	-1.0	60.0	13	-1	35442	32840
401071000493	82.4	17.6	17.6	82.4	15	29112	35114	34054
401071000494	71.4	28.6	17.9	82.1	14	29298	36453	35175
401071001980	87.5	12.5	37.5	62.5	12	29006	35568	33107
401074000495	48.6	51.4	8.6	91.4	20	29942	36959	36358
401074000496	87.9	12.1	42.4	57.6	12	29049	35767	32917
401074000497	69.6	30.4	26.1	73.9	15	29505	36329	34549
401074000498	76.2	23.8	14.3	85.7	14	28860	35263	34348
401074000499	72.7	27.3	27.3	72.7	11	28996	34075	32690
401074001894	76.9	23.1	-1.0	92.3	13	-1	34206	33786
401086000502	70.6	29.4	-1.0	94.1	18	-1	35420	35050
401086029670	80.0	-1.0	-1.0	60.0	13	-1	36655	35033
401089000504	94.1	-1.0	29.4	70.6	14	28830	34900	33115
401089029761	82.4	17.6	41.2	58.8	13	29345	36652	33643
401092000506	80.0	20.0	40.0	60.0	15	28476	36499	33290
401092000509	66.7	33.3	-1.0	93.3	18	-1	35751	35243
401092000510	64.9	35.1	27.0	73.0	14	28647	35147	33390
401092000511	85.7	-1.0	0.0	100.0	22	-2	36329	36329
401092000512	65.5	34.5	20.7	79.3	16	28333	36487	34800
401092000513	60.6	39.4	4.2	95.8	19	29399	36460	36162
401092000514	87.5	-1.0	18.8	81.3	12	26874	33876	32563
401092000515	79.3	20.7	-1.0	96.6	21	-1	37123	36758
401092000517	66.7	33.3	-1.0	93.3	19	-1	36436	35771
401092000518	72.2	27.8	16.7	83.3	14	27718	34931	33729
401092000520	75.0	25.0	33.3	66.7	12	29102	34908	32973
401092000521	87.5	-1.0	-1.0	87.5	16	-1	35365	34888
401092000522	65.4	34.6	23.1	76.9	14	28575	35536	33930
401092000523	81.3	18.8	-1.0	87.5	20	-1	36792	35849
401104000525	40.0	60.0	-1.0	90.0	18	-1	36011	35323
401104029615	75.0	-1.0	-1.0	75.0	9	-1	38354	35953
401116000529	52.9	47.1	-1.0	88.2	18	-1	34287	33647
401116002345	85.7	14.3	10.7	89.3	17	27733	33326	32727
401116002346	84.6	-1.0	-1.0	84.6	15	-1	33824	32923
401125000534	85.0	15.0	25.0	75.0	13	28674	34092	32738
401125000535	75.0	-1.0	-1.0	87.5	13	-1	35229	34678
401128000537	50.0	50.0	0.0	100.0	23	-2	36866	36866
401128000538	60.0	40.0	20.0	80.0	17	28375	36375	34775
401128000539	75.0	25.0	-1.0	91.7	17	-1	36476	36474
401140000541	71.4	-1.0	0.0	100.0	24	-2	34100	34100
401143000542	100.0	0.0	-1.0	85.7	9	-1	31808	31318
401145000544	100.0	0.0	66.7	-1.0	4	28578	-1	29218
401158000546	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
401158000547	0.0	-1.0	0.0	-1.0	-1	-2	-1	-1
401170000549	93.3	-1.0	33.3	66.7	10	28675	33328	31777
401170000550	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
401170029648	-1.0	-1.0	-1.0	-1.0	22	-1	-1	35145
401176000551	100.0	0.0	66.7	33.3	4	29063	33083	30403
401185000552	77.8	-1.0	-1.0	77.8	15	-1	34482	33175
401188000553	75.0	-1.0	-1.0	75.0	12	-1	37117	35025
401188000554	60.0	-1.0	-1.0	80.0	12	-1	33694	32705
401197000557	81.5	18.5	18.5	81.5	15	29251	36181	34897
401197000558	75.0	25.0	10.0	90.0	16	29747	36626	35938
401197000559	77.3	22.7	18.2	81.8	13	29405	35269	34202
401197001995	71.9	28.1	28.1	71.9	11	29323	34666	33163
401200000560	75.0	-1.0	-1.0	75.0	16	-1	35804	34181
401200000561	60.0	-1.0	0.0	100.0	19	-2	37001	37001
401206000562	75.0	-1.0	-1.0	87.5	16	-1	34950	34128
401206000563	72.7	27.3	-1.0	81.8	17	-1	36940	35492
401209000564	71.4	28.6	21.4	78.6	12	28261	33369	32275
401209000565	92.3	-1.0	-1.0	92.3	14	-1	33592	33063
401209000847	85.7	-1.0	0.0	100.0	12	-2	31936	31936
401215000567	82.6	17.4	-1.0	95.7	18	-1	35232	34950
401215000569	80.0	-1.0	-1.0	90.0	24	-1	38573	37628
401215000570	100.0	0.0	-1.0	75.0	18	-1	36742	34838
401218000573	-1.0	-1.0	0.0	100.0	28	-2	37685	37685
401218000574	-1.0	0.0	-1.0	0.0	-1	-1	-2	-1
401221000575	61.5	38.5	30.8	69.2	12	26389	32738	30784
401224000576	69.2	30.8	30.8	69.2	13	28956	34409	32731
401230000577	75.0	25.0	-1.0	93.8	19	-1	33955	33695
401230000578	87.5	-1.0	62.5	37.5	9	29205	38517	32697
401233000201	-1.0	-1.0	-1.0	75.0	13	-1	35133	33350
401233000579	100.0	0.0	-1.0	60.0	11	-1	33100	31360
401239000581	90.9	-1.0	45.5	54.5	11	29396	34471	32164
401239000582	100.0	0.0	37.5	62.5	11	31217	34363	33183
401242000583	100.0	0.0	-1.0	90.0	19	-1	36016	35252
401242029666	-1.0	-1.0	-1.0	-1.0	14	-1	-1	35133
401257000587	65.2	34.8	30.4	69.6	13	30194	35273	33727
401257000588	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
401257029617	-1.0	0.0	-1.0	0.0	-1	-1	-2	-1
401263000589	90.0	-1.0	40.0	60.0	9	28569	33067	31268
401263000590	77.8	-1.0	55.6	44.4	11	30760	37772	33876
401269000591	92.9	-1.0	21.4	78.6	12	28750	33975	32856
401269000592	100.0	0.0	-1.0	77.8	10	-1	33917	32852
401272000593	75.8	24.2	16.1	83.9	14	29892	35817	34861
401272000594	87.5	12.5	21.9	78.1	13	30070	36227	34880
401272001981	77.8	22.2	11.1	88.9	14	29639	35953	35252
401275000595	88.9	-1.0	-1.0	88.9	18	-1	35804	35020
401284000596	83.3	-1.0	50.0	50.0	10	28500	35033	31767
401287000597	87.5	-1.0	0.0	100.0	20	-2	33601	33601
401287000598	-1.0	0.0	-1.0	0.0	-1	-1	-2	-1
401290001982	86.7	-1.0	20.0	80.0	14	29339	34983	33854
401290002202	93.3	-1.0	53.3	46.7	6	28702	33746	31056
401290002294	80.0	20.0	20.0	80.0	12	28748	34230	33134
401308000606	60.0	40.0	-1.0	80.0	19	-1	34444	33305
401308000607	66.7	-1.0	-1.0	83.3	21	-1	39219	37349
401314000608	83.3	-1.0	-1.0	66.7	7	-1	31325	30592
401314000609	100.0	0.0	-1.0	-1.0	10	-1	-1	31144
401320000612	80.0	-1.0	0.0	100.0	19	-2	36135	36135
401320029765	-1.0	-1.0	0.0	100.0	22	-2	37692	37692
401323000614	66.7	33.3	14.8	85.2	15	30675	37361	36370
401326000615	100.0	0.0	37.5	62.5	9	29392	33196	31770
401329000616	55.6	44.4	-1.0	88.9	20	-1	36722	35919
401329029682	-1.0	-1.0	0.0	-1.0	-1	-2	-1	-1
401332002116	85.7	-1.0	-1.0	71.4	22	-1	36793	34495
401338000622	70.0	30.0	50.0	50.0	8	28915	33540	31228
401350000624	65.4	34.6	23.1	76.9	14	29474	35425	34051
401353000625	69.6	30.4	13.0	87.0	13	27106	33473	32642
401353000626	64.4	35.6	17.8	82.2	15	28750	35502	34301
401353000627	66.7	33.3	33.3	66.7	13	28260	34459	32393
401353001661	90.6	9.4	20.8	79.2	12	27923	33281	32169
401356000630	62.9	37.1	42.9	57.1	10	28452	33684	31442
401356000631	76.6	23.4	14.9	85.1	15	28214	34025	33160
401356000632	80.8	19.2	23.1	76.9	11	28519	32849	31849
401356000633	78.8	21.2	21.2	78.8	15	28499	35088	33690
401356000634	81.1	18.9	24.3	75.7	13	28818	33365	32259
401359000635	93.9	-1.0	39.4	60.6	10	29263	33948	32102
401359000636	100.0	0.0	-1.0	66.7	18	-1	37666	34881
401359000637	76.7	23.3	20.0	80.0	14	30092	35121	34115
401359000639	90.9	9.1	29.5	70.5	11	29783	34628	33197
